city,city_ascii,country,lat,lng
Bayugan,Bayugan,Philippines,8.7143,125.7481
Burzaco,Burzaco,Argentina,-34.8167,-58.3667
Sakado,Sakado,Japan,35.9572,139.4031
São Lourenço da Mata,Sao Lourenco da Mata,Brazil,-8.0019,-35.0178
Talara,Talara,Peru,-4.5833,-81.2667
Messaad,Messaad,Algeria,34.1542,3.4969
Novokuybyshevsk,Novokuybyshevsk,Russia,53.1,49.9167
Yilong,Yilong,China,23.7081,102.496
Bergama,Bergama,Turkey,39.1228,27.1783
Naujan,Naujan,Philippines,13.3233,121.3028
Miryang,Miryang,"Korea, South",35.4933,128.7489
Nyeri,Nyeri,Kenya,-0.4167,36.95
Mengdingjie,Mengdingjie,China,23.5517,99.0653
Satu Mare,Satu Mare,Romania,47.79,22.89
Houzhuang,Houzhuang,China,35.62,111.21
Hildesheim,Hildesheim,Germany,52.15,9.95
Nanterre,Nanterre,France,48.8988,2.1969
Sangju,Sangju,"Korea, South",36.4153,128.1606
Kırklareli,Kirklareli,Turkey,41.7347,27.2253
Hove,Hove,United Kingdom,50.8352,-0.1758
Arden-Arcade,Arden-Arcade,United States,38.6034,-121.381
Bhadreswar,Bhadreswar,India,22.82,88.35
Noginsk,Noginsk,Russia,55.85,38.4333
Níkaia,Nikaia,Greece,37.9667,23.6333
Hengnan,Hengnan,China,22.534,113.249
Saint Helens,Saint Helens,United Kingdom,53.4541,-2.7461
Talisay,Talisay,Philippines,10.7333,122.9667
El Cajon,El Cajon,United States,32.8017,-116.9605
Bethal,Bethal,South Africa,-26.45,29.45
Mumias,Mumias,Kenya,0.3333,34.4833
Burbank,Burbank,United States,34.1879,-118.3235
Longmont,Longmont,United States,40.1686,-105.1005
Lakewood,Lakewood,United States,40.0763,-74.2031
Mayarí,Mayari,Cuba,20.6592,-75.6781
Mositai,Mositai,China,45.5266,119.6506
Yunfu,Yunfu,China,28.6331,104.4181
Cawayan,Cawayan,Philippines,9.9667,122.6167
Dhangaḍhi̇̄,Dhangadhi,Nepal,28.6833,80.6
Kāshmar,Kashmar,Iran,35.2383,58.4656
Maramag,Maramag,Philippines,7.7667,125
San Felipe del Progreso,San Felipe del Progreso,Mexico,19.7125,-99.9511
Klagenfurt,Klagenfurt,Austria,46.6167,14.3
Delta,Delta,Canada,49.0847,-123.0586
Vilhena,Vilhena,Brazil,-12.7406,-60.1458
Chilakalūrupet,Chilakalurupet,India,16.0892,80.1672
Coatepec,Coatepec,Mexico,19.4553,-96.9586
Şabrātah,Sabratah,Libya,32.7922,12.4842
Chishtian,Chishtian,Pakistan,29.7958,72.8578
Boryeong,Boryeong,"Korea, South",36.3333,126.6167
Shūshtar,Shushtar,Iran,32.0436,48.8569
Jingping,Jingping,China,39.5189,112.2837
Santo Antônio de Jesus,Santo Antonio de Jesus,Brazil,-12.9692,-39.2611
Teluk Intan,Teluk Intan,Malaysia,4.0333,101.0167
Hemel Hempstead,Hemel Hempstead,United Kingdom,51.7526,-0.4692
Assis,Assis,Brazil,-22.6619,-50.4119
Berisso,Berisso,Argentina,-34.8667,-57.8667
Tizayuca,Tizayuca,Mexico,19.8333,-98.9833
Renton,Renton,United States,47.4784,-122.1919
Ancona,Ancona,Italy,43.6167,13.5167
Vitry-sur-Seine,Vitry-sur-Seine,France,48.7875,2.3928
Chatham,Chatham,Canada,42.4229,-82.1324
‘Ibrī,`Ibri,Oman,23.2254,56.517
Vista,Vista,United States,33.1896,-117.2386
Zheleznogorsk,Zheleznogorsk,Russia,52.3333,35.3667
Logan,Logan,United States,41.74,-111.8419
Sungai Penuh,Sungai Penuh,Indonesia,-2.0636,101.3961
Prescott Valley,Prescott Valley,United States,34.5983,-112.3176
Trinidad,Trinidad,Bolivia,-14.8333,-64.9
Olomouc,Olomouc,Czechia,49.5939,17.2508
Vacaville,Vacaville,United States,38.359,-121.968
San Luis de la Paz,San Luis de la Paz,Mexico,21.3,-100.5167
Aïn Oussera,Ain Oussera,Algeria,35.4489,2.9044
Itaituba,Itaituba,Brazil,-4.2758,-55.9839
Wakefield,Wakefield,United Kingdom,53.68,-1.49
Liancheng,Liancheng,China,24.0515,105.0573
Kousséri,Kousseri,Cameroon,12.0833,15.0333
Oued Zem,Oued Zem,Morocco,32.86,-6.56
Edinburg,Edinburg,United States,26.3197,-98.1596
Weifen,Weifen,China,38.4633,111.1203
Gütersloh,Gutersloh,Germany,51.9,8.3833
Carmel,Carmel,United States,39.965,-86.146
Spokane Valley,Spokane Valley,United States,47.6626,-117.2346
Oum el Bouaghi,Oum el Bouaghi,Algeria,35.8706,7.115
Watford,Watford,United Kingdom,51.655,-0.3957
San Angelo,San Angelo,United States,31.4424,-100.4506
Jilotepec,Jilotepec,Mexico,19.9519,-99.5328
Salihorsk,Salihorsk,Belarus,52.7842,27.5425
Barnsley,Barnsley,United Kingdom,53.5537,-1.4791
Cottbus,Cottbus,Germany,51.7606,14.3342
Bongao,Bongao,Philippines,5.0292,119.7731
Kpalimé,Kpalime,Togo,6.91,0.6281
Kaiserslautern,Kaiserslautern,Germany,49.4447,7.7689
Carmona,Carmona,Philippines,14.3167,121.05
Gangtok,Gangtok,India,27.33,88.62
La Crosse,La Crosse,United States,43.824,-91.2268
Ahar,Ahar,Iran,38.475,47.0603
Kōnan,Konan,Japan,35.3333,136.8667
Diourbel,Diourbel,Senegal,14.655,-16.2314
Bulan,Bulan,Philippines,12.6714,123.875
Masjed Soleymān,Masjed Soleyman,Iran,31.9333,49.3
Mairiporã,Mairipora,Brazil,-23.3189,-46.5869
Torbat-e Jām,Torbat-e Jam,Iran,35.2439,60.6225
Manolo Fortich,Manolo Fortich,Philippines,8.3697,124.8644
Edison,Edison,United States,40.536,-74.3697
Idaho Falls,Idaho Falls,United States,43.4872,-112.0362
Morales,Morales,Guatemala,15.4725,-88.8414
Holland,Holland,United States,42.7677,-86.0985
Red Deer,Red Deer,Canada,52.2681,-113.8111
Charlottesville,Charlottesville,United States,38.0375,-78.4855
Shahrisabz,Shahrisabz,Uzbekistan,39.05,66.8333
Longview,Longview,United States,32.5193,-94.7621
Lincoln,Lincoln,United Kingdom,53.2344,-0.5386
Navapolatsk,Navapolatsk,Belarus,55.5333,28.6667
Woodbridge,Woodbridge,United States,40.5611,-74.2943
Bacabal,Bacabal,Brazil,-4.225,-44.78
Tracy,Tracy,United States,37.7269,-121.4522
Kamloops,Kamloops,Canada,50.6761,-120.3408
Nanxicun,Nanxicun,China,23.4976,116.2435
Râmnicu Vâlcea,Ramnicu Valcea,Romania,45.1047,24.3756
Pulilan,Pulilan,Philippines,14.902,120.849
Kettering,Kettering,United Kingdom,52.3931,-0.7229
Viseu,Viseu,Portugal,40.6667,-7.9167
Bayeux,Bayeux,Brazil,-7.1333,-34.9333
Kohīma,Kohima,India,25.6667,94.1194
Mingəçevir,Mingacevir,Azerbaijan,40.77,47.0489
Janakpur,Janakpur,Nepal,26.7122,85.9217
Chipata,Chipata,Zambia,-13.6386,32.6453
Ciudad General Belgrano,Ciudad General Belgrano,Argentina,-34.7261,-58.5289
Khanty-Mansiysk,Khanty-Mansiysk,Russia,61,69
Créteil,Creteil,France,48.7911,2.4628
Maribor,Maribor,Slovenia,46.55,15.6333
Yashio,Yashio,Japan,35.8228,139.8392
Bismarck,Bismarck,United States,46.8144,-100.7694
Herẕliyya,Herzliyya,Israel,32.1556,34.8422
Yên Bái,Yen Bai,Vietnam,21.7,104.8667
San Fernando,San Fernando,Spain,36.4667,-6.2
Shumen,Shumen,Bulgaria,43.27,26.9244
Orem,Orem,United States,40.2983,-111.6992
Half Way Tree,Half Way Tree,Jamaica,18.0106,-76.7975
Vị Thanh,Vi Thanh,Vietnam,9.7833,105.4708
Tumbes,Tumbes,Peru,-3.5667,-80.45
Malindi,Malindi,Kenya,-3.21,40.1
Székesfehérvár,Szekesfehervar,Hungary,47.2,18.4167
San Joaquín,San Joaquin,Chile,-33.5,-70.6167
Xırdalan,Xirdalan,Azerbaijan,40.4486,49.7564
Tenancingo,Tenancingo,Mexico,18.9608,-99.5906
Ponta Porã,Ponta Pora,Brazil,-22.5361,-55.7256
Wangqing,Wangqing,China,43.3126,129.7572
Sibolga,Sibolga,Indonesia,1.7425,98.7792
Aubervilliers,Aubervilliers,France,48.9131,2.3831
Balanga,Balanga,Philippines,14.6833,120.5333
Bunia,Bunia,Congo (Kinshasa),1.5604,30.24
Arauca,Arauca,Colombia,7.0903,-70.7617
La Reina,La Reina,Chile,-33.45,-70.55
Sidi Slimane,Sidi Slimane,Morocco,34.26,-5.93
Pejë,Peje,Kosovo,42.65,20.3
Yishui,Yishui,China,35.7904,118.62
Fulham,Fulham,United Kingdom,51.4828,-0.195
Schwerin,Schwerin,Germany,53.6333,11.4167
La Marsa,La Marsa,Tunisia,36.8764,10.3253
San Francisco Solano,San Francisco Solano,Argentina,-34.7667,-58.3167
Ziftá,Zifta,Egypt,30.7119,31.2394
Colombes,Colombes,France,48.9236,2.2522
Çankırı,Cankiri,Turkey,40.6,33.6167
East Ham,East Ham,United Kingdom,51.5323,0.0554
Yotsukaidō,Yotsukaido,Japan,35.67,140.1683
České Budějovice,Ceske Budejovice,Czechia,48.9747,14.4747
Masbate,Masbate,Philippines,12.3667,123.6167
Kakamega,Kakamega,Kenya,0.2833,34.75
Río Gallegos,Rio Gallegos,Argentina,-51.6333,-69.2333
Tataouine,Tataouine,Tunisia,32.9333,10.45
Fenggang,Fenggang,China,23.6271,116.5679
Ludwigsburg,Ludwigsburg,Germany,48.8975,9.1919
Compton,Compton,United States,33.893,-118.2275
Errachidia,Errachidia,Morocco,31.9319,-4.4244
Esslingen,Esslingen,Germany,48.7406,9.3108
Nisshin,Nisshin,Japan,35.1333,137.0333
Al Bāḩah,Al Bahah,Saudi Arabia,20.0129,41.4677
Ōbu,Obu,Japan,35.0167,136.9667
Sunrise,Sunrise,United States,26.1547,-80.2997
Hartlepool,Hartlepool,United Kingdom,54.69,-1.21
Xiancun,Xiancun,China,23.2374,116.3152
Naxçıvan,Naxcivan,Azerbaijan,39.2092,45.4122
Gjakovë,Gjakove,Kosovo,42.3833,20.4333
Mtwara,Mtwara,Tanzania,-10.2736,40.1828
Ealing,Ealing,United Kingdom,51.5175,-0.2988
Birkenhead,Birkenhead,United Kingdom,53.393,-3.014
Guercif,Guercif,Morocco,34.23,-3.36
Quincy,Quincy,United States,42.2516,-71.0183
Ben Arous,Ben Arous,Tunisia,36.7531,10.2189
Lynn,Lynn,United States,42.4779,-70.9663
Catarman,Catarman,Philippines,12.45,124.65
Monte Chingolo,Monte Chingolo,Argentina,-34.7333,-58.35
Drobeta-Turnu Severin,Drobeta-Turnu Severin,Romania,44.6361,22.6556
Tultepec,Tultepec,Mexico,19.685,-99.1281
Haskovo,Haskovo,Bulgaria,41.9346,25.5556
Suceava,Suceava,Romania,47.6514,26.2556
Al Fujayrah,Al Fujayrah,United Arab Emirates,25.1308,56.3347
Tartu,Tartu,Estonia,58.38,26.7225
Ciudad Lázaro Cárdenas,Ciudad Lazaro Cardenas,Mexico,17.9561,-102.1922
Hradec Králové,Hradec Kralove,Czechia,50.2092,15.8319
Şırnak,Sirnak,Turkey,37.5164,42.4611
South Gate,South Gate,United States,33.9448,-118.1926
Tonacatepeque,Tonacatepeque,El Salvador,13.7817,-89.12
Miaoli,Miaoli,Taiwan,24.57,120.82
Makeni,Makeni,Sierra Leone,8.8817,-12.0442
Nuneaton,Nuneaton,United Kingdom,52.523,-1.468
Itanhaém,Itanhaem,Brazil,-24.1831,-46.7889
Brixton,Brixton,United Kingdom,51.463,-0.106
Kirkland,Kirkland,United States,47.6974,-122.2054
Ústí nad Labem,Usti nad Labem,Czechia,50.6592,14.0417
Levallois-Perret,Levallois-Perret,France,48.895,2.2872
Brusque,Brusque,Brazil,-27.13,-48.93
Santiago de Compostela,Santiago de Compostela,Spain,42.8778,-8.5444
Pardubice,Pardubice,Czechia,50.0386,15.7792
Magadan,Magadan,Russia,59.5667,150.8
Tulcea,Tulcea,Romania,45.1993,28.7967
Bender,Bender,Moldova,46.8333,29.4833
Ben Guerir,Ben Guerir,Morocco,32.23,-7.95
Panevėžys,Panevezys,Lithuania,55.725,24.3639
Jaffna,Jaffna,Sri Lanka,9.6647,80.0167
Bromley,Bromley,United Kingdom,51.407,0.021
Queluz,Queluz,Portugal,38.7566,-9.2545
Bath,Bath,United Kingdom,51.38,-2.36
Kargilik,Kargilik,China,37.8822,77.4162
Pandi,Pandi,Philippines,14.8667,120.95
Oulad Teïma,Oulad Teima,Morocco,30.4,-9.21
Edmonton,Edmonton,United Kingdom,51.6154,-0.0708
Lqoliaa,Lqoliaa,Morocco,30.2942,-9.4544
Hayes,Hayes,United Kingdom,51.5127,-0.4211
Lobnya,Lobnya,Russia,56.0167,37.4833
Francistown,Francistown,Botswana,-21.1736,27.5125
Aulnay-sous-Bois,Aulnay-sous-Bois,France,48.9386,2.4906
Jönköping,Jonkoping,Sweden,57.7833,14.1667
Isulan,Isulan,Philippines,6.6333,124.6
Fuengirola,Fuengirola,Spain,36.5417,-4.625
Umeå,Umea,Sweden,63.8285,20.2706
Glyfáda,Glyfada,Greece,37.88,23.7533
Kitanagoya,Kitanagoya,Japan,35.25,136.8667
Cadereyta Jiménez,Cadereyta Jimenez,Mexico,25.6,-100
Babahoyo,Babahoyo,Ecuador,-1.8167,-79.5167
Westminster,Westminster,United States,33.7523,-117.9938
Remedios de Escalada,Remedios de Escalada,Argentina,-34.7167,-58.4
Vanadzor,Vanadzor,Armenia,40.8128,44.4883
Germantown,Germantown,United States,39.1755,-77.2643
Higashiyamato,Higashiyamato,Japan,35.7456,139.4267
Catanzaro,Catanzaro,Italy,38.91,16.5875
Ţarţūs,Tartus,Syria,34.8833,35.8833
Valjevo,Valjevo,Serbia,44.2667,19.8833
Santa Monica,Santa Monica,United States,34.0232,-118.4813
Poitiers,Poitiers,France,46.58,0.34
Acayucan,Acayucan,Mexico,17.9422,-94.9103
Nenjiang,Nenjiang,China,49.175,125.219
Gjilan,Gjilan,Kosovo,42.47,21.47
Jalal-Abad,Jalal-Abad,Kyrgyzstan,40.9375,72.9861
Prešov,Presov,Slovakia,49,21.2333
Balkanabat,Balkanabat,Turkmenistan,39.5119,54.365
Mechelen,Mechelen,Belgium,51.0281,4.4803
Mukacheve,Mukacheve,Ukraine,48.4414,22.7136
As Salţ,As Salt,Jordan,32.0333,35.7333
Tangxing,Tangxing,China,35.7261,111.7108
Vólos,Volos,Greece,39.3611,22.9425
Versailles,Versailles,France,48.8053,2.135
Viana do Castelo,Viana do Castelo,Portugal,41.7,-8.8333
Woolwich,Woolwich,United Kingdom,51.488,0.063
Miami Beach,Miami Beach,United States,25.8171,-80.1396
San Leandro,San Leandro,United States,37.7071,-122.1601
Sesto San Giovanni,Sesto San Giovanni,Italy,45.5333,9.2333
Ciudad de Ceuta,Ciudad de Ceuta,Spain,35.8867,-5.3
Bracknell,Bracknell,United Kingdom,51.416,-0.749
Podujevë,Podujeve,Kosovo,42.9167,21.2
Apizaco,Apizaco,Mexico,19.4167,-98.1333
San Baudilio de Llobregat,San Baudilio de Llobregat,Spain,41.3458,2.0417
Coronel Oviedo,Coronel Oviedo,Paraguay,-25.45,-56.44
Tala,Tala,Mexico,20.6525,-103.7028
Carrières-sur-Seine,Carrieres-sur-Seine,France,48.9108,2.2889
Fuentes del Valle,Fuentes del Valle,Mexico,19.6325,-99.1386
Ébolowa,Ebolowa,Cameroon,2.9,11.15
Torre del Greco,Torre del Greco,Italy,40.7853,14.3953
San Juan de los Morros,San Juan de los Morros,Venezuela,9.901,-67.354
Citrus Heights,Citrus Heights,United States,38.6948,-121.288
State College,State College,United States,40.7909,-77.8568
Koudougou,Koudougou,Burkina Faso,12.25,-2.3667
Dārayyā,Darayya,Syria,33.4589,36.2372
Lokossa,Lokossa,Benin,6.615,1.715
Salina Cruz,Salina Cruz,Mexico,16.1671,-95.2
Daxincun,Daxincun,China,38.443,106.309
Concepción,Concepcion,Paraguay,-23.4025,-57.4414
Jalpa de Méndez,Jalpa de Mendez,Mexico,18.1764,-93.0631
Kawit,Kawit,Philippines,14.4333,120.9
Mardin,Mardin,Turkey,37.3167,40.7378
Xishancun,Xishancun,China,23.2589,116.2388
Mingxing,Mingxing,China,37.4264,112.5679
Nakhon Sawan,Nakhon Sawan,Thailand,15.7133,100.1353
Nacajuca,Nacajuca,Mexico,18.1692,-93.0197
Cárdenas,Cardenas,Mexico,17.983,-93.367
Loznica,Loznica,Serbia,44.5333,19.2258
Edgware,Edgware,United Kingdom,51.6185,-0.2729
Tucupita,Tucupita,Venezuela,9.0575,-62.0452
Nabatîyé,Nabatiye,Lebanon,33.3833,35.45
Ezpeleta,Ezpeleta,Argentina,-34.7517,-58.2344
Owariasahi,Owariasahi,Japan,35.2167,137.0333
Toledo,Toledo,Spain,39.8567,-4.0244
Piatra Neamţ,Piatra Neamt,Romania,46.9275,26.3708
Busto Arsizio,Busto Arsizio,Italy,45.612,8.8518
Ath Thawrah,Ath Thawrah,Syria,35.8344,38.5464
Hawthorne,Hawthorne,United States,33.9146,-118.3476
Avaré,Avare,Brazil,-23.0986,-48.9258
Maasin,Maasin,Philippines,10.1333,124.85
Kouvola,Kouvola,Finland,60.8681,26.7042
Kuznetsk,Kuznetsk,Russia,53.1167,46.6
El Bayadh,El Bayadh,Algeria,33.6831,1.0192
Ciudad Lerdo,Ciudad Lerdo,Mexico,25.55,-103.5167
Issy-les-Moulineaux,Issy-les-Moulineaux,France,48.8239,2.27
Como,Como,Italy,45.8103,9.0861
Pori,Pori,Finland,61.4847,21.7972
Scunthorpe,Scunthorpe,United Kingdom,53.5809,-0.6502
Yambol,Yambol,Bulgaria,42.4824,26.5038
Louga,Louga,Senegal,15.6167,-16.2167
Manfalūţ,Manfalut,Egypt,27.3128,30.9703
Whittier,Whittier,United States,33.9678,-118.0188
Clifton,Clifton,United States,40.8631,-74.1575
Puerto Maldonado,Puerto Maldonado,Peru,-12.6,-69.1833
Heṭauḍā,Hetauda,Nepal,27.4167,85.0333
Tacámbaro de Codallos,Tacambaro de Codallos,Mexico,19.2356,-101.4569
Chaguanas,Chaguanas,Trinidad And Tobago,10.5144,-61.4075
Cunduacán,Cunduacan,Mexico,18.0667,-93.1667
Pazardzhik,Pazardzhik,Bulgaria,42.1892,24.3317
Uman,Uman,Ukraine,48.75,30.2167
Nazareth,Nazareth,Israel,32.7021,35.2978
Ivanteyevka,Ivanteyevka,Russia,55.97,37.92
Nagaoka,Nagaoka,Japan,34.9267,135.6956
Osijek,Osijek,Croatia,45.5603,18.6703
Cozumel,Cozumel,Mexico,20.5104,-86.9493
Cukai,Cukai,Malaysia,4.2332,103.4479
Mbarara,Mbarara,Uganda,-0.5996,30.65
Lucerne,Lucerne,Switzerland,47.0523,8.3059
Mitrovicë,Mitrovice,Kosovo,42.8833,20.8667
Cabo San Lucas,Cabo San Lucas,Mexico,22.8897,-109.9156
Champigny-sur-Marne,Champigny-sur-Marne,France,48.8172,2.5156
Rivera,Rivera,Uruguay,-30.9025,-55.5506
Kunitachi,Kunitachi,Japan,35.6839,139.4414
Ouidah,Ouidah,Benin,6.3604,2.09
Newmarket,Newmarket,Canada,44.05,-79.4667
Būmahen,Bumahen,Iran,35.7297,51.8619
Milpitas,Milpitas,United States,37.4339,-121.8921
Pernik,Pernik,Bulgaria,42.6097,23.0308
Clichy,Clichy,France,48.9044,2.3064
Phuket,Phuket,Thailand,7.8881,98.3975
Ho,Ho,Ghana,6.6114,0.4703
West Bromwich,West Bromwich,United Kingdom,52.519,-1.995
Le Bardo,Le Bardo,Tunisia,36.8092,10.1406
Alhambra,Alhambra,United States,34.084,-118.1355
Žilina,Zilina,Slovakia,49.2167,18.7333
Esteio,Esteio,Brazil,-29.8608,-51.1789
Reşiţa,Resita,Romania,45.297,21.8865
Chatham,Chatham,United Kingdom,51.37,0.52
Rueil-Malmaison,Rueil-Malmaison,France,48.876,2.181
Casoria,Casoria,Italy,40.9,14.3
Antsiranana,Antsiranana,Madagascar,-12.2765,49.3115
Purmerend,Purmerend,Netherlands,52.505,4.9639
Dudley,Dudley,United Kingdom,52.508,-2.089
Ban Talat Rangsit,Ban Talat Rangsit,Thailand,13.987,100.6095
Lodwar,Lodwar,Kenya,3.1167,35.6
Târgu Jiu,Targu Jiu,Romania,45.0342,23.2747
Chaniá,Chania,Greece,35.5173,24.0195
Zacatlán,Zacatlan,Mexico,19.9319,-97.96
Upper Darby,Upper Darby,United States,39.949,-75.2892
Prosperidad,Prosperidad,Philippines,8.6057,125.9153
Abomey,Abomey,Benin,7.1853,1.9914
Mountain View,Mountain View,United States,37.4,-122.0796
Blagoevgrad,Blagoevgrad,Bulgaria,42.0119,23.0897
Nabunturan,Nabunturan,Philippines,7.6078,125.9664
Elbasan,Elbasan,Albania,41.1125,20.0822
Al Muḩarraq,Al Muharraq,Bahrain,26.25,50.6167
White Rock,White Rock,Canada,49.025,-122.8028
Néa Ionía,Nea Ionia,Greece,38.0333,23.75
Campo Formoso,Campo Formoso,Brazil,-10.5089,-40.3208
Kayes,Kayes,Mali,14.45,-11.4167
Kalibo,Kalibo,Philippines,11.7,122.3667
São Mateus,Sao Mateus,Brazil,-18.7201,-39.8589
South Shields,South Shields,United Kingdom,54.995,-1.43
Paisley,Paisley,United Kingdom,55.8466,-4.4236
Weston-super-Mare,Weston-super-Mare,United Kingdom,51.346,-2.977
Goiana,Goiana,Brazil,-7.5606,-35.0025
Bilecik,Bilecik,Turkey,40.1431,29.9792
Juchitán de Zaragoza,Juchitan de Zaragoza,Mexico,16.4333,-95.0194
Buena Park,Buena Park,United States,33.8572,-118.0046
Silver Spring,Silver Spring,United States,39.0028,-77.0207
Palmerston North,Palmerston North,New Zealand,-40.3549,175.6095
Daugavpils,Daugavpils,Latvia,55.8714,26.5161
Cinisello Balsamo,Cinisello Balsamo,Italy,45.55,9.2167
Huolu,Huolu,China,38.0874,114.3159
Saint-Maur-des-Fossés,Saint-Maur-des-Fosses,France,48.7994,2.4997
Hakkari,Hakkari,Turkey,37.5744,43.7408
Somerville,Somerville,United States,42.3908,-71.1013
Chalándri,Chalandri,Greece,38.0167,23.8
Bury,Bury,United Kingdom,53.593,-2.298
Três Lagoas,Tres Lagoas,Brazil,-20.7876,-51.7034
Gravesend,Gravesend,United Kingdom,51.4415,0.3685
Deerfield Beach,Deerfield Beach,United States,26.305,-80.1277
Târgovişte,Targoviste,Romania,44.9244,25.4572
Rubí,Rubi,Spain,41.4933,2.0325
Galway,Galway,Ireland,53.2729,-9.0418
Natitingou,Natitingou,Benin,10.3204,1.39
Fnidq,Fnidq,Morocco,35.85,-5.35
Paysandú,Paysandu,Uruguay,-32.32,-58.0756
Cicero,Cicero,United States,41.8445,-87.7593
Atakpamé,Atakpame,Togo,7.53,1.12
Focşani,Focsani,Romania,45.6997,27.1797
Avilés,Aviles,Spain,43.5561,-5.9083
Drancy,Drancy,France,48.93,2.45
Iguatu,Iguatu,Brazil,-6.3594,-39.2986
Alabel,Alabel,Philippines,6.1023,125.2868
Le Kram,Le Kram,Tunisia,36.8333,10.3167
Zuwārah,Zuwarah,Libya,32.9333,12.0833
Shancheng,Shancheng,China,34.7904,116.08
Sidi Qacem,Sidi Qacem,Morocco,34.21,-5.7
Chiquimula,Chiquimula,Guatemala,14.7833,-89.5333
Puerto Ayacucho,Puerto Ayacucho,Venezuela,5.6631,-67.6264
Lawrence,Lawrence,United States,42.7003,-71.1626
Ouahigouya,Ouahigouya,Burkina Faso,13.5833,-2.4167
Mahdia,Mahdia,Tunisia,35.5047,11.0622
Nakhon Pathom,Nakhon Pathom,Thailand,13.8194,100.0581
Lowestoft,Lowestoft,United Kingdom,52.48,1.75
Pau,Pau,France,43.3,-0.37
Tejupilco,Tejupilco,Mexico,18.9058,-100.1528
Cheyenne,Cheyenne,United States,41.1351,-104.79
Ubon Ratchathani,Ubon Ratchathani,Thailand,15.2281,104.8594
Tustin,Tustin,United States,33.7309,-117.8106
Lakewood,Lakewood,United States,33.8471,-118.1221
Carlisle,Carlisle,United Kingdom,54.891,-2.944
Lisala,Lisala,Congo (Kinshasa),2.14,21.51
Szombathely,Szombathely,Hungary,47.2333,16.6333
Banská Bystrica,Banska Bystrica,Slovakia,48.7353,19.1453
Pine Hills,Pine Hills,United States,28.5818,-81.4693
Ra‘ananna,Ra`ananna,Israel,32.1833,34.8667
Harrogate,Harrogate,United Kingdom,53.9919,-1.5378
Aveiro,Aveiro,Portugal,40.6389,-8.6553
Tambacounda,Tambacounda,Senegal,13.7689,-13.6672
Newcastle under Lyme,Newcastle under Lyme,United Kingdom,53.0109,-2.2278
New Rochelle,New Rochelle,United States,40.9305,-73.7836
Kensington,Kensington,United Kingdom,51.5,-0.19
La Rochelle,La Rochelle,France,46.1591,-1.1517
Areguá,Aregua,Paraguay,-25.3,-57.4169
Lebanon,Lebanon,United States,40.3412,-76.4227
East Kilbride,East Kilbride,United Kingdom,55.7645,-4.1771
Wa,Wa,Ghana,10.0667,-2.5
Nitra,Nitra,Slovakia,48.3147,18.0875
Lomas del Mirador,Lomas del Mirador,Argentina,-34.6667,-58.5297
Lelystad,Lelystad,Netherlands,52.5167,5.4833
Maghāghah,Maghaghah,Egypt,28.6483,30.8422
Mpanda,Mpanda,Tanzania,-6.3436,31.0694
Gladbeck,Gladbeck,Germany,51.5713,6.9827
Sankt Gallen,Sankt Gallen,Switzerland,47.4233,9.3772
Cannes,Cannes,France,43.5513,7.0128
Alameda,Alameda,United States,37.767,-122.2672
Thornton Heath,Thornton Heath,United Kingdom,51.4002,-0.1086
Watsonville,Watsonville,United States,36.9206,-121.7706
Tāluqān,Taluqan,Afghanistan,36.7167,69.5167
Jinja,Jinja,Uganda,0.4431,33.2128
Davis,Davis,United States,38.5552,-121.7365
Berbérati,Berberati,Central African Republic,4.2667,15.7833
Esbjerg,Esbjerg,Denmark,55.467,8.45
Zrenjanin,Zrenjanin,Serbia,45.3778,20.3861
San Felipe,San Felipe,Venezuela,10.3353,-68.7458
Las Piedras,Las Piedras,Uruguay,-34.7167,-56.2167
Surt,Surt,Libya,31.2,16.6
Tamazunchale,Tamazunchale,Mexico,21.2667,-98.7833
Moulay Abdallah,Moulay Abdallah,Morocco,33.1978,-8.5883
Pančevo,Pancevo,Serbia,44.8739,20.6519
Abéché,Abeche,Chad,13.8331,20.8347
Balagtas,Balagtas,Philippines,14.8145,120.9085
Palaió Fáliro,Palaio Faliro,Greece,37.932,23.7003
Bellflower,Bellflower,United States,33.888,-118.1271
Jacona de Plancarte,Jacona de Plancarte,Mexico,19.95,-102.3167
Ashford,Ashford,United Kingdom,51.1465,0.8676
Bokhtar,Bokhtar,Tajikistan,37.8364,68.7803
Chiryū,Chiryu,Japan,35,137.1167
Nek’emtē,Nek'emte,Ethiopia,9.0905,36.53
Calais,Calais,France,50.9481,1.8564
Tamanrasset,Tamanrasset,Algeria,22.785,5.5228
Ramla,Ramla,Israel,31.9318,34.8736
Montrouge,Montrouge,France,48.8172,2.3219
Zadar,Zadar,Croatia,44.1167,15.2167
Southall,Southall,United Kingdom,51.5121,-0.3779
Guamúchil,Guamuchil,Mexico,25.4639,-108.0794
Musashimurayama,Musashimurayama,Japan,35.7547,139.3875
Quảng Trị,Quang Tri,Vietnam,16.7504,107.2
Antibes,Antibes,France,43.5808,7.1239
Mineiros,Mineiros,Brazil,-17.5689,-52.5508
Bistriţa,Bistrita,Romania,47.1333,24.4833
Tissemsilt,Tissemsilt,Algeria,35.6072,1.8106
Joensuu,Joensuu,Finland,62.6,29.7639
Bella Vista,Bella Vista,Argentina,-34.5333,-58.6667
Rugby,Rugby,United Kingdom,52.37,-1.26
Darhan,Darhan,Mongolia,49.4867,105.9228
